Puntos,Tiempos
30,16.95
38,20.478
26,18.392000000000003
18,11.048000000000002
43,26.075000000000003
16,8.361
29,17.299
21,12.165999999999997
18,8.759
33,26.343
18,9.510000000000003
10,5.352000000000004
40,24.708
7,2.376999999999996
0,9.69
0,0.6379999999999999
0,0.8190000000000008
0,10.167000000000002
0,0.6350000000000016
0,0.6390000000000029
0,0.6389999999999993
0,0.6829999999999998
0,10.140999999999998
0,6.247
0,1.7620000000000005
0,10.205999999999996
0,10.205999999999996
0,10.211999999999996
0,10.217
3,15.393
0,1.7960000000000065
3,17.954000000000008
23,25.547
34,24.97799999999998
40,21.364000000000004
27,25.680000000000007
16,13.279
37,25.478
36,25.49300000000001
26,17.536999999999992
40,25.49300000000001
39,24.40400000000001
33,16.450999999999993
31,18.42700000000002
36,21.381
40,25.024
23,14.155
37,22.299000000000007
41,25.52199999999999
28,14.454000000000008
24,14.105999999999996
44,25.666
31,19.308
45,24.36400000000004
37,19.137
36,17.55699999999996
37,20.49799999999999
44,25.654999999999973
22,12.079000000000008
42,28.182000000000016
36,22.533999999999992
42,23.829000000000065
50,27.42999999999995
36,20.44799999999998
44,27.16700000000003
47,25.531000000000063
44,26.88400000000001
10,6.385999999999967
42,28.149999999999977
45,27.312999999999988
44,27.149999999999977
36,19.952
41,27.31199999999989
27,16.152000000000044
13,6.950999999999908
28,19.87200000000007
23,14.965000000000032
34,23.591000000000008
7,3.965000000000032
28,18.433
42,27.745000000000005
42,27.63400000000001
30,16.674000000000092
43,25.619000000000028
32,15.12099999999998
40,21.360000000000127
40,25.49499999999989
40,22.263999999999896
40,21.656000000000176
42,24.19899999999984
29,14.560999999999922
19,9.322999999999864
24,12.490000000000007
25,13.375
11,5.815000000000055
32,15.707000000000107
25,15.680999999999813
25,12.935999999999922
37,18.809999999999945
17,10.170999999999822
31,16.135999999999967
18,7.979000000000042
27,14.980000000000018
28,14.267000000000053
27,13.687000000000126
42,21.53300000000013
19,8.840000000000146
46,23.5150000000001
44,23.850000000000136
25,11.434999999999944
22,11.125999999999976
37,19.576000000000025
42,25.55200000000013
48,25.506000000000085
32,14.922000000000024
45,25.62200000000007
34,18.06400000000008
18,9.623999999999796
45,25.59400000000005
25,11.187000000000126
23,11.785000000000082
47,25.53500000000008
49,25.50500000000011
38,20.499000000000024
19,10.1099999999999
28,13.19900000000007
43,23.63299999999981
41,23.62000000000012
17,8.52800000000002
29,13.069999999999936
43,25.499000000000024
15,8.607999999999947
30,16.527000000000044
24,13.169000000000096
31,15.424999999999956
46,25.50300000000016
31,15.827999999999976
29,14.807000000000016
42,22.800000000000185
31,16.509000000000015
41,25.57400000000007
3,1.8170000000000075
7,3.450000000000045
34,15.176000000000158
31,18.36500000000001
19,10.355999999999996
38,18.572999999999865
44,25.4989999999998
33,16.355000000000018
47,29.055999999999585
20,10.998999999999796
48,25.96100000000024
34,16.590999999999894
46,25.549999999999727
32,15.619000000000142
45,25.55600000000004
26,11.778999999999996
41,25.577000000000226
20,11.126000000000204
41,24.692000000000007
49,25.558
44,25.529999999999745
42,25.541000000000167
44,25.58100000000013
39,18.94300000000021
44,24.565999999999804
38,20.777000000000044
31,15.534999999999854
38,19.89700000000039
45,21.891999999999825
21,11.745000000000346
30,13.889999999999873
32,17.240000000000236
26,14.166999999999916
30,17.13000000000011
10,3.5729999999998654
31,16.346000000000004
20,9.5949999999998
35,18.45899999999984
25,15.802999999999884
23,11.010999999999967
45,25.523999999999887
20,9.831000000000133
30,14.016999999999824
15,8.577999999999975
24,12.023999999999887
28,13.759000000000016
52,24.92399999999997
33,15.412999999999556
42,25.544000000000324
27,15.960000000000036
39,20.15999999999985
21,13.954999999999927
30,17.954999999999927
44,25.52300000000014
42,21.4630000000002
28,15.272999999999683
23,13.822000000000116
28,16.779999999999745
45,25.534000000000106
9,4.592999999999847
29,18.08699999999999
26,14.175000000000182
52,25.61499999999978
45,25.53399999999965
17,10.650000000000093
25,14.782000000000153
39,20.75300000000016
47,25.557000000000244
24,12.601000000000113
36,21.021000000000186
27,14.96499999999969
28,14.20199999999977
44,23.63700000000017
22,12.376000000000204
32,17.679000000000087
28,17.016000000000076
18,8.471999999999753
38,17.830000000000382
38,20.13700000000017
33,18.17000000000008
44,26.76200000000017
22,10.23700000000008
36,22.36999999999989
13,6.729000000000269
27,17.289999999999964
23,16.162000000000262
12,9.554000000000087
36,21.0
26,16.401000000000295
22,12.548999999999978
26,13.891999999999824
45,26.72400000000016
31,16.53800000000001
20,10.592000000000098
37,21.536999999999807
44,26.144999999999985
42,22.5329999999999
51,26.08399999999984
22,11.389000000000124
13,5.2270000000003165
23,10.28899999999976
27,14.148000000000138
29,17.161000000000058
35,21.564000000000306
25,14.946000000000367
24,18.427999999999884
39,21.45899999999984
41,25.75
40,20.27500000000009
18,11.398000000000138
32,19.30099999999993
30,16.06399999999985
27,17.161000000000058
44,25.550000000000185
22,11.539999999999964
40,25.51299999999992
36,25.58500000000004
32,21.06199999999989
41,24.00199999999996
23,12.498000000000047
42,25.541000000000167
32,15.202000000000226
42,25.041000000000167
37,24.49699999999939
36,20.61499999999978
17,7.930000000000291
43,25.874000000000706
19,9.391999999999824
31,17.795000000000073
38,26.34799999999996
42,25.86699999999928
38,24.27499999999964
40,25.676000000000386
36,25.8100000000004
14,6.967999999999847
42,24.59400000000005
25,10.561999999999898
27,14.056999999999787
22,12.798999999999978
41,24.99200000000019
6,5.0109999999995125
30,17.736000000000786
19,9.17700000000059
44,25.515000000000327
35,22.44599999999992
48,24.27699999999913
39,25.650000000000546
24,11.63799999999992
35,20.39699999999993
15,7.438000000000102
41,24.253999999999905
35,18.9989999999998
35,18.451000000000025
45,24.66400000000067
44,25.535000000000764
40,21.077000000000226
42,25.529999999999745
47,25.51800000000003
32,18.01900000000024
43,25.54899999999997
22,9.251999999999498
43,25.51800000000003
48,25.558
44,23.44899999999961
44,25.57699999999932
34,17.1899999999996
36,19.4970000000003
17,8.819999999999709
47,25.53599999999915
46,25.52599999999984
42,27.36099999999988
45,25.975000000000364
36,22.96900000000005
34,17.951000000000022
29,15.650000000000546
39,25.61200000000008
47,25.62699999999949
34,20.36099999999988
39,25.55699999999979
37,17.635999999999513
47,25.54500000000008
40,25.52300000000014
35,20.47099999999955
31,14.864999999999782
46,25.51499999999941
31,12.22899999999936
28,15.156999999999243
48,25.8720000000003
19,11.463999999999942
29,14.978000000000064
21,8.342000000000553
48,25.5029999999997
29,15.009000000000016
48,25.64400000000024
34,20.152000000000044
22,8.420000000000073
26,13.451000000000022
44,24.44700000000012
27,13.186999999999898
27,14.951000000000022
26,14.53399999999965
30,15.195000000000618
45,25.21700000000056
41,23.41899999999987
43,25.52599999999984
17,7.568000000000211
48,25.502000000000407
14,7.916000000000167
42,21.558
31,19.41899999999987
39,25.51000000000022
30,15.302999999999884
27,15.235000000000582
20,14.097000000000662
35,19.22199999999976
6,2.839999999999236
19,9.880999999999403
12,7.255999999999403
21,8.880999999999403
27,18.039999999999964
41,19.29000000000088
40,22.4930000000004
44,25.49600000000009
36,21.31800000000021
27,13.490999999999984
24,13.471999999999753
40,25.51700000000073
25,15.555999999999583
44,25.53600000000005
25,13.833000000000538
49,25.51299999999992
40,25.4989999999998
40,23.90299999999933
30,19.22000000000025
41,23.02599999999984
47,25.47299999999996
49,25.51800000000003
42,25.506999999999607
22,11.19800000000032
16,7.356000000000677
42,25.50500000000011
38,25.52199999999993
41,25.51900000000024
5,3.3779999999997017
36,21.77599999999984
35,21.890000000000327
23,14.003999999999904
46,25.516999999999825
21,11.338999999999942
29,14.99499999999989
34,17.17699999999968
5,2.9929999999994834
37,25.67000000000008
29,15.464999999999236
35,25.51600000000053
30,15.181000000000497
14,8.514000000000124
20,12.207999999999627
44,23.778000000000247
18,10.096000000000458
45,25.527000000000044
46,25.57399999999961
34,22.09599999999955
22,15.899999999999636
30,18.603000000000065
39,22.278000000000247
42,25.54899999999997
36,25.51199999999972
43,25.576000000000025
39,25.518999999999323
16,11.235999999999876
42,25.54399999999987
41,25.7489999999998
21,12.407000000000153
29,17.92200000000048
46,25.61699999999928
43,25.50600000000032
32,13.478000000000064
10,4.317000000000007
11,6.222999999999956
38,25.51600000000053
16,6.882999999999811
45,25.53399999999965
41,25.503999999999905
25,14.094000000000053
25,15.568999999999503
31,18.704999999999927
16,7.899999999999636
37,23.154999999999745
38,25.51800000000003
13,5.6950000000006185
45,25.56900000000041
35,20.63599999999952
34,17.659999999999854
31,22.3720000000003
15,9.739000000000487
38,21.45800000000054
45,25.59400000000005
29,17.123999999999796
19,11.09100000000035
33,21.340000000000146
19,11.822000000000116
42,23.13100000000032
40,25.514000000000124
22,13.460000000000036
22,11.54699999999957
34,20.02199999999993
35,20.98300000000017
22,14.667000000000373
38,25.54500000000008
29,20.29500000000008
12,4.831000000000131
15,7.591000000000349
40,25.637000000000626
19,8.81500000000051
42,25.70700000000033
30,17.447000000000116
14,7.210000000000036
18,7.5479999999997744
18,8.916000000000167
26,14.087999999999738
16,8.061000000000604
45,25.52099999999973
21,11.283000000000357
15,10.951000000000022
35,19.79300000000057
42,25.53600000000005
8,25.490999999999985
2,0.949999999999818
33,23.04500000000008
34,25.4970000000003
16,11.798999999999978
15,8.368999999999687
43,23.576000000000025
41,26.39800000000014
41,24.39099999999962
41,25.51199999999972
29,20.70700000000033
35,16.676000000000386
30,20.96099999999933
33,18.67100000000028
32,19.61700000000019
31,16.58599999999933
24,11.756999999999609
23,12.63799999999901
3,3.087999999999738
37,25.51900000000024
12,11.2549999999992
43,22.450999999999112
38,25.56600000000072
23,15.918999999999867
35,25.506999999999607
29,18.72400000000016
23,16.299999999999272
26,19.189000000000306
36,25.59400000000096
40,25.503999999999
34,25.51500000000124
25,12.575999999999112
27,18.50900000000001
2,15.298999999999069
37,25.49200000000019
23,11.183999999999289
39,26.44499999999971
31,17.3070000000007
34,18.226000000000568
7,25.51300000000083
37,22.41100000000005
15,6.226999999998952
26,14.74199999999837
19,11.566999999999098
14,10.57799999999952
44,25.51499999999941
30,20.92600000000129
37,20.71699999999873
28,16.48399999999856
21,9.350000000000364
20,10.238000000001191
20,25.521999999999025
17,23.69100000000072
24,25.49200000000019
26,18.787000000000265
41,25.547999999998865
20,9.46899999999914
16,8.192000000000917
34,25.574000000000524
24,13.92199999999866
25,14.064000000000306
31,13.989999999999782
30,16.405000000000655
23,13.987999999999374
17,10.560999999999694
28,14.522999999999229
9,4.675999999999476
36,25.52000000000044
26,12.743000000000391
26,14.229999999999563
20,9.744000000000597
42,25.615999999999985
24,22.715000000000146
38,25.493999999998778
26,16.89799999999923
42,25.72199999999976
30,15.368000000000391
18,8.92699999999968
37,25.621000000001004
32,19.15499999999884
35,25.55600000000049
19,9.779000000000453
36,25.511999999998807
17,9.96900000000096
39,24.417999999999665
36,25.537999999998647
24,11.481999999999973
40,25.09799999999996
36,24.861000000000782
24,15.152000000000044
37,24.141999999999825
38,25.63400000000001
38,22.47299999999996
36,25.50799999999981
39,25.51500000000124
37,25.53399999999965
37,23.48400000000038
16,9.41399999999885
40,25.6190000000006
22,11.965000000000146
41,26.43600000000152
42,23.87699999999859
30,17.40099999999984
41,23.09399999999914
19,12.898999999999432
29,16.213999999999942
31,21.59900000000016
33,22.30000000000109
48,26.95700000000033
35,27.80100000000129
27,17.494000000000597
27,17.183000000000902
41,25.802999999999884
40,25.777000000000044
21,13.923000000000684
42,24.85399999999936
38,23.465000000000146
14,25.501000000000204
29,20.448999999998705
28,19.059000000001102
30,25.80100000000129
40,26.15999999999985
45,25.81999999999971
45,26.1229999999996
24,13.667999999999664
21,14.03399999999965
33,22.402000000000044
36,18.30500000000029
11,7.781000000000859
9,6.364999999999782
35,22.69800000000032
25,21.93100000000049
17,10.463000000001555
37,26.06999999999971
33,21.39300000000003
42,25.76599999999962
13,6.863000000001193
26,14.904000000000453
41,24.90099999999984
8,4.162000000000262
43,25.29700000000048
35,25.53499999999985
39,25.51399999999921
39,25.52100000000064
15,8.315999999998894
36,20.59699999999976
35,25.52500000000145
42,22.4989999999998
